MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,Extract_date,owner_company,nr_of_episodes,DIRECTOR,STARS-LIST
The Big Show Show,(2020),"
Comedy            ",6.4,"
When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.","2,139",,,2020-02-05 21:00:27.675931401,  Paramount Pictures,93.0,,"Stars:
Paul Wight, 
Allison Munn, 
Reylynn Caster, 
Lily Brooks O'Briant"
The Great Hack,(2019),"
Documentary, Biography, History            ",7.1,"
The Cambridge Analytica scandal is examined through the roles of several affected persons.","21,781",114.0,,2020-02-05 21:26:09.012418687,  Paramount Pictures,134.0,"Directors:
Karim Amer, 
Jehane Noujaim",
Gentefied,(2020– ),"
Comedy            ",7.4,"
Based on the digital series of the same title, Gentefied centers on three cousins who band together to keep their Grandfather's popular Boyle Heights taco shop in business as the ...                See full summary »
","1,786",,,2020-02-05 21:51:50.348905973,   Walt Disney Pictures	,98.0,,"Stars:
Joaquín Cosio, 
Joseph Julian Soria, 
Karrie Martin, 
Carlos Santos"
L'ultimo paradiso,(2021),"
Drama, Romance            ",5.6,"
During the 1950s in ""Italy"", a free and enthusiastic spirit dreams of love, justice and a better life, until a forbidden relationship threatens all of her dreams - inspired by real events.","1,007",107.0,,2020-02-05 22:17:31.685393258,20th Century Fox	,73.0,"Director:
Rocco Ricciardulli",
Bloodride,(2020– ),"
Horror, Mystery, Thriller            ",6.4,"
In this deliciously macabre horror anthology series, doomed passengers tell their stories aboard a spectral bus head toward an unknown destination.","3,127",,,2020-02-05 22:43:13.021880544,20th Century Fox	,5.0,,"Stars:
Dagny Backer Johnsen, 
Erlend Rødal Vikhagen, 
Benjamin Helstad, 
Synnøve Macody Lund"
Tarde para la ira,(2016),"
Action, Crime, Drama            ",6.8,"
A hard-working single mother and wife of a getaway driver who is about to be released is approached by an unassuming and gentle man, completely unaware though of his inscrutable and utterly impelling motives.","11,231",92.0,,2020-02-05 23:08:54.358367830,  Paramount Pictures,138.0,"Director:
Raúl Arévalo",
Hataraku Saibou,(2018– ),"
Animation, Action, Comedy            ",7.6,"
One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn.","1,825",24.0,,2020-02-05 23:34:35.694855115, Legendary Entertainment	,27.0,,"Stars:
Karen Strassman, 
Dorah Fine, 
Mamiko Noto, 
Morgan Berry"
Step Sisters,(2018),"
Comedy            ",5.5,"
To get the college dean's backing for Harvard, Jamilah has to teach girls at a white sorority to step dance.","4,220",108.0,,2020-02-06 00:00:17.031342401,Marvel Studios,18.0,"Director:
Charles Stone III",
BNA,(2020),"
Animation, Action, Fantasy            ",7.2,"
In the 21st century, where the existence of humanoid animals that have been living in the darkness for centuries have been revealed to the world. One day, Michiru, who was a normal ...                See full summary »
","1,893",23.0,,2020-02-06 00:25:58.367829686,    RatPac-Dune Entertainment	,119.0,,"Stars:
Sumire Morohoshi, 
Yoshimasa Hosoya, 
Gara Takashima, 
Ben Diskin"
Yeh Meri Family,(2018),"
Comedy, Drama, Family            ",9.1,"
Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.","21,890",30.0,,2020-02-06 00:51:39.704316972,    RatPac-Dune Entertainment	,63.0,,"Stars:
Vishesh Bansal, 
Mona Singh, 
Akarsh Khurana, 
Ahan Nirban"
Lykke-Per,(2018),"
Drama            ",7.2,"
A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.","5,308",162.0,,2020-02-06 01:17:21.040804258,20th Century Fox	,89.0,"Director:
Bille August",
Full Count,(2019),"
Drama, Fantasy, Sport            ",5.7,"
Life throws a young baseball player a serious curve ball when he has to abandon his college baseball aspirations to deal with a tragedy that puts the fate of his family and their farm in jeopardy.",544,110.0,,2020-02-06 01:43:02.377291543,   Walt Disney Pictures	,47.0,"Director:
Robert Eagar",
Isi & Ossi,(2020),"
Comedy, Romance            ",6.4,"
To realize their culinary and boxing dreams, the daughter of a billionaire forms a mutually beneficial alliance with the son of a struggling single mom.","7,200",113.0,,2020-02-06 02:08:43.713778829, Legendary Entertainment	,116.0,"Director:
Oliver Kienle",
Ugly,(2013),"
Crime, Drama, Mystery            ",8.0,"
The case of a missing girl takes us through a journey of human greed and brushes upon the egos and repressed emotions of the characters.","20,940",128.0,,2020-02-06 02:34:25.050266115,20th Century Fox	,67.0,"Director:
Anurag Kashyap",
Tian sheng chang ge,(2018),"
Drama, History, Romance            ",8.6,"
The story of power, desire, lust and love among people of different kingdoms in ancient China. No matter who you are, you have to rise from the mud to become The Great Phoenix.","1,311",60.0,,2020-02-06 03:00:06.386753400,Universal Pictures	,65.0,,"Stars:
Kun Chen, 
Hong Yuan, 
Ni Ni, 
Ou Wang"
Qi Huan Zhi Lv,(2019),"
Drama, Fantasy, Mystery            ",5.9,"
SANG Yu is so exhausted from trying to stay awake. Every time he closes his eyes, a demon chases and kills him in his dreams. One night SANG realizes he has a special power: he can bring ...                See full summary »
","1,086",102.0,,2020-02-06 03:25:47.723240686,Relativity Media,133.0,"Director:
Zhang Chong",
El aviso,(2018),"
Action, Adventure, Crime            ",5.9,"
Ten-year-old Nico receives a threatening letter and now his life is in danger. No one seems to believe him except one person that he doesn't know who has come to believe that fate itself wants the boy dead and tries to prevent it.","5,863",92.0,,2020-02-06 03:51:29.059727972,    RatPac-Dune Entertainment	,47.0,"Director:
Daniel Calparsoro",
Fast and Loose,(II),"
Action, Crime, Thriller            ",,"
After the leader of a criminal organization suffers memory loss from an attack, he reunites with his crew, only to find that things aren't what he thinks they are.",,,,2020-02-06 04:17:10.396215257,    RatPac-Dune Entertainment	,52.0,"Director:
David Leitch",
Apollo 10 1/2: A Space Age Adventure,(2022),"
Animation, Action, Adventure            ",,"
A coming-of-age story set in the suburbs of Houston, Texas in the summer of 1969, centered around the historic Apollo 11 moon landing.",,,,2020-02-06 04:42:51.732702543,Universal Pictures	,15.0,"Director:
Richard Linklater",
Lo spietato,(2019),"
Crime, Drama            ",6.1,"
A rebellious teenager grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta' Mafia in the 1980s.","5,546",111.0,,2020-02-06 05:08:33.069189828, Legendary Entertainment	,35.0,"Director:
Renato De Maria",
Ad Vitam,(2018),"
Crime, Drama, Mystery            ",6.5,"
In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.","1,428",60.0,,2020-02-06 05:34:14.405677114, Legendary Entertainment	,8.0,,"Stars:
Yvan Attal, 
Garance Marillier, 
Niels Schneider, 
Victor Assié"
The Last Kids on Earth,(2019– ),"
Animation, Adventure, Comedy            ",7.4,"
Young teenager Jack Sullivan and a group of friends live in a decked-out tree house, playing video games, eating candy, and fighting zombies in the aftermath of a monster apocalypse.","1,034",,,2020-02-06 05:59:55.742164400,  Paramount Pictures,14.0,,"Stars:
Nick Wolfhard, 
Montse Hernandez, 
Garland Whitt, 
Charles Demers"
Spotless,(2015– ),"
Crime, Drama            ",7.8,"
The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.","3,419",60.0,,2020-02-06 06:25:37.078651685,Relativity Media,94.0,,"Stars:
Marc-André Grondin, 
Denis Ménochet, 
Miranda Raison, 
Doug Allen"
Les rivières pourpres,(2018– ),"
Crime, Mystery, Thriller            ",6.8,"
A bizarre series of murders, a stubborn investigator duo and a lot of bodies.","1,236",60.0,,2020-02-06 06:51:18.415138971,Marvel Studios,50.0,,"Stars:
Olivier Marchal, 
Erika Sainte, 
Claude Perron, 
Ken Duken"
Alien Warfare,(2019),"
Action, Sci-Fi            ",2.6,"
A team of Navy Seals investigates a mysterious science outpost only to have to combat a squad of formidable alien soldiers.","3,185",88.0,,2020-02-06 07:16:59.751626257,    RatPac-Dune Entertainment	,143.0,"Director:
Jeremiah Jones",
El silencio de la ciudad blanca,(2019),"
Action, Adventure, Crime            ",5.2,"
A cop returns to the job. A serial killer too returns to the job.","4,653",110.0,,2020-02-06 07:42:41.088113542,  Paramount Pictures,138.0,"Director:
Daniel Calparsoro",
6 Below: Miracle on the Mountain,(2017),"
Biography, Drama, Sport            ",5.7,"
An adrenaline seeking snowboarder gets lost in a massive winter storm in the back country of the High Sierras where he is pushed to the limits of human endurance and forced to battle his own personal demons as he fights for survival....""","6,916",98.0,,2020-02-06 08:08:22.424600828,Marvel Studios,133.0,"Director:
Scott Waugh",
Ssawooja Gwishina,(2016),"
Comedy, Fantasy, Romance            ",7.6,"
A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he's discovered over the ...                See full summary »
","1,964",60.0,,2020-02-06 08:34:03.761088113,    RatPac-Dune Entertainment	,111.0,,"Stars:
Taecyeon, 
Kim So-Hyun, 
Lee Da-wit, 
Kang Ki-Young"
Viva La Madness,,"
Action, Crime, Drama            ",,"
A drug dealer trying to get out of the criminal world is roped back into it.",,,,2020-02-06 08:59:45.097575399,   Walt Disney Pictures	,141.0,,"Star:
Jason Statham"
Frontera Verde,(2019– ),"
Crime, Drama, Thriller            ",7.3,"
When a young Bogotá-based detective gets drawn into the jungle to investigate four femicides, she uncovers magic, an evil plot and her own true origins.","2,264",41.0,,2020-02-06 09:25:26.434062685,Marvel Studios,110.0,,"Stars:
Nelson Camayo, 
Angela Cano, 
Juana del Rio, 
Miguel Dionisio Ramos"
Misha and the Wolves,(2021),"
Drama            ",7.1,"
Misha and the Wolves is the dramatic tale of a woman whose holocaust memoir took the world by storm, but a fallout with her publisher - who turned detective - revealed an audacious deception created to hide a darker truth.",93,90.0,,2020-02-06 09:51:07.770549970,    RatPac-Dune Entertainment	,36.0,"Director:
Sam Hobkinson",
Operation Christmas Drop,(2020),"
Comedy, Family, Romance            ",5.8,"
Congressional aide Erica (Graham) forgoes family Christmas to travel at her boss's behest. At a beachside Air Force base, she clashes with Capt. Andrew Jantz (Ludwig), who knows her assignment is finding reasons to defund the facility.","9,647",95.0,,2020-02-06 10:16:49.107037256,20th Century Fox	,49.0,"Director:
Martin Wood",
The Repair Shop,(2017– ),"
Documentary, Reality-TV            ",8.7,"
Some of Britain's most skilled restoration experts breathe new life into much-cherished family heirlooms that are dropped off by members of the public, who reveal the personal stories behind the items.","1,104",30.0,,2020-02-06 10:42:30.443524542,  Paramount Pictures,5.0,,"Stars:
Jay Blades, 
Steven Fletcher, 
William Kirk, 
Bill Paterson"
Cowspiracy: The Sustainability Secret,(2014),"
Documentary            ",8.2,"
Follow the shocking, yet humorous, journey of an aspiring environmentalist, as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability.","23,655",90.0,,2020-02-06 11:08:11.780011827,  Columbia Pictures	,82.0,"Directors:
Kip Andersen, 
Keegan Kuhn",
Ever After High,(2013–2017),"
Animation, Adventure, Comedy            ",8.0,"
The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).",821,25.0,,2020-02-06 11:33:53.116499113,    RatPac-Dune Entertainment	,127.0,,"Stars:
Cindy Robinson, 
Valerie Arem, 
Todd Haberkorn, 
Jamieson Price"
Reality Z,(2020– ),"
Comedy, Horror            ",5.4,"
A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.","2,183",30.0,,2020-02-06 11:59:34.452986398,  Columbia Pictures	,29.0,,"Stars:
Ravel Andrade, 
Harley Yeager, 
Carla Ribas, 
Ana Hartmann"
The Sky Is Pink,(2019),"
Drama, Romance            ",7.6,"
Based on the love story of a couple spanning 25 years and told through the lens of their spunky teenage daughter Aisha Chaudhary, who was diagnosed with pulmonary fibrosis.","7,901",143.0,,2020-02-06 12:25:15.789473684,	Warner Bros.  ,114.0,"Director:
Shonali Bose",
Busted! I Know Who You Are!,(2018–2021),"
Comedy, Reality-TV            ",7.7,"
A whodunit variety show featuring some of of the biggest names in K-Pop and K-Drama.",747,90.0,,2020-02-06 12:50:57.125960970,Relativity Media,36.0,,"Stars:
Jae-Suk Yoo, 
Park Min-Young, 
Se-hun Oh, 
Jong-min Kim"
Te3n,(2016),"
Drama, Mystery, Thriller            ",7.3,"
A grandfather, a priest, and a police officer investigate the case of a kidnapped child.","12,303",136.0,$0.26M,2020-02-06 13:16:38.462448255,  Paramount Pictures,131.0,"Director:
Ribhu Dasgupta",
Paava Kadhaigal,(2020– ),"
Drama            ",8.1,"
At times dark, at times disturbing, four short films explore stories of those who dare to dream and desire - and those determined to stand in their way.","5,524",36.0,,2020-02-06 13:42:19.798935541,   Walt Disney Pictures	,54.0,,"Stars:
Anjali, 
Kalidas Jayaram, 
Prakash Raj, 
Simran"
The Death and Life of Bobby Z,(2007),"
Action, Crime, Thriller            ",5.8,"
A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord.","14,346",97.0,,2020-02-06 14:08:01.135422827,   Walt Disney Pictures	,142.0,"Director:
John Herzfeld",
OtherLife,(2017),"
Crime, Drama, Mystery            ",6.3,"
After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.","14,895",96.0,,2020-02-06 14:33:42.471910112,   Walt Disney Pictures	,19.0,"Director:
Ben C. Lucas",
Brews Brothers,(2020– ),"
Comedy            ",5.1,"
Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.","1,730",,,2020-02-06 14:59:23.808397398,  Paramount Pictures,137.0,,"Stars:
Mike Castle, 
Alan Aisenberg, 
Carmen Flood, 
Marques Ray"
